stars,forks,watchers,open_issues,size
977,123,977,70,46596
977,155,977,15,674
977,372,977,69,5610
977,65,977,4,20273
977,556,977,18,1924
977,64,977,11,27124
977,204,977,33,78
976,423,976,137,603956
976,188,976,3,399
976,316,976,26,148
976,374,976,287,4027
976,215,976,18,1987
976,400,976,91,8775
976,2023,976,29,53444
976,859,976,56,2177
976,99,976,37,14092
976,177,976,0,45322
976,960,976,14,5455422
976,129,976,26,278912
976,443,976,50,2927
976,133,976,16,838
976,203,976,59,57472
976,143,976,13,4557
976,166,976,64,874
976,72,976,56,2819
976,78,976,24,4300
976,138,976,5,330
976,216,976,31,12029
976,382,976,747,97347
976,425,976,186,94983
976,84,976,65,20575
976,188,976,85,49388
976,102,976,0,836
976,169,976,4,887
976,47,976,2,73337
976,52,976,13,76
976,149,976,27,3501
976,192,976,35,433
976,588,976,3,53610
976,53,976,33,8431
976,357,976,12,637247
976,121,976,12,12915
976,127,976,0,70
976,597,976,34,23426
976,42,976,214,12873
976,155,976,33,4364
975,29,975,6,101
975,82,975,0,1637
975,275,975,3,10525
975,162,975,16,355
975,91,975,71,1690
975,48,975,21,118
975,89,975,16,2548
975,74,975,14,1474
975,110,975,9,7354
975,1482,975,1,239
975,390,975,17,121
975,165,975,515,4865
975,228,975,0,21498
975,92,975,82,395
975,140,975,0,20
975,140,975,391,10748
975,369,975,49,455
975,108,975,3,268
975,578,975,58,11073
975,140,975,6,272074
975,197,975,1,2891
975,61,975,11,326
975,29,975,61,184
975,66,975,2,5827
975,177,975,16,70
975,270,975,8,2633
975,52,975,1,2018
975,92,975,46,42173
975,273,975,41,46303
975,124,975,28,645
975,191,975,79,2576
975,206,975,1,755
975,82,975,18,68123
975,78,975,11,107617
975,18,975,24,547
975,53,975,0,780
975,126,975,27,485
975,247,975,11,115984
974,361,974,1,11684
974,402,974,218,1044
974,159,974,0,92
974,242,974,21,2031
974,156,974,70,22241
974,123,974,1,118
974,2004,974,79,8436
974,81,974,7,166
974,333,974,30,23016
974,132,974,7,11282
974,203,974,63,3923
974,417,974,174,33446
974,212,974,11,1460
974,52,974,16,239
974,181,974,18,4769
974,115,974,26,1343
974,57,974,60,56934
974,108,974,22,294
974,220,974,45,8955
974,173,974,4,35419
974,321,974,5,14615
974,248,974,7,2035
974,178,974,11,233
974,51,974,22,163921
974,111,974,47,2552
974,72,974,0,75
974,176,974,280,31426
974,70,974,13,2511
974,242,974,72,5876
974,305,974,57,550172
974,595,974,6,30592
974,200,974,37,1178
974,138,974,2,1673
974,48,974,0,98
974,244,974,4,86
974,244,974,136,732
974,310,974,32,658
974,596,974,4,2436
974,274,974,42,9694
974,113,974,5,1130
974,351,974,0,18821
973,150,973,38,2232
973,381,973,8,88763
973,68,973,1,3230
973,79,973,8,1931
973,949,973,126,2194
973,87,973,11,173
2000,170,2000,94,464
2000,253,2000,8,9545
2000,564,2000,77,8908
2000,218,2000,1,11512
2000,382,2000,236,7957
2000,289,2000,106,116
2000,302,2000,58,12815
2000,193,2000,113,2036
2000,272,2000,12,926
2000,125,2000,4,288
2000,177,2000,39,72555
2000,58,2000,138,92407
1999,768,1999,0,23612
1999,123,1999,104,114354
1999,634,1999,3,15153
1999,82,1999,17,4195
1999,343,1999,25,415
1999,373,1999,25,24008
1999,199,1999,128,223853
1998,123,1998,42,1329
1998,457,1998,5,191629
1998,257,1998,2,15393
1998,453,1998,147,21710
1998,386,1998,0,22999
1998,228,1998,25,106
1998,192,1998,17,8371
1998,392,1998,43,646
1998,189,1998,26,249
1998,89,1998,33,3142
1998,516,1998,64,160
1997,199,1997,0,991
1997,512,1997,3,239915
1997,92,1997,7,20632
1997,437,1997,203,12839
1997,1070,1997,270,273586
1997,421,1997,232,4365
1997,510,1997,17,16752
1997,320,1997,91,1930
1997,278,1997,16,1521
1997,132,1997,22,2012
1997,83,1997,11,3792
1997,111,1997,32,85
1997,139,1997,64,490
1997,103,1997,19,17748
1997,732,1997,51,201
1996,176,1996,29,292
1996,608,1996,11,13710
1996,271,1996,18,1853
1996,232,1996,51,6101
1996,437,1996,46,14143
1996,162,1996,7,435
1996,313,1996,482,74745
1996,524,1996,158,107819
1996,145,1996,2,2786
1996,188,1996,12,4428
1996,195,1996,63,4453
1995,235,1995,201,5934
1995,337,1995,31,2789
1995,172,1995,59,112464
1995,337,1995,365,26618
1995,267,1995,420,125
1995,165,1995,45,1834
1995,627,1995,76,174795
1995,365,1995,48,1208
1995,516,1995,76,329566
1995,162,1995,31,8416
1995,275,1995,1,5959
1995,136,1995,1,1897
1995,139,1995,0,5239
1994,280,1994,64,10129
1994,285,1994,2,42
1994,322,1994,47,6582
1994,102,1994,0,3279
1994,504,1994,593,46392
1994,395,1994,106,1257
1994,62,1994,24,5015
1994,452,1994,84,143190
1994,588,1994,34,7741
1993,345,1993,10,1432
1993,150,1993,188,14446
1993,76,1993,49,557
1993,200,1993,32,732
1993,485,1993,0,5191
1993,187,1993,8,2104
1993,84,1993,122,567870
1993,404,1993,20,3388
1993,315,1993,5,187
1993,107,1993,12,62
1992,155,1992,43,3057
1992,308,1992,4,242
1992,55,1992,40,320
1992,611,1992,335,10817
1992,222,1992,840,688031
1992,220,1992,0,10704
1992,375,1992,388,2797
1992,692,1992,118,149752
1992,203,1992,2,216
1992,189,1992,8,541
1992,310,1992,41,2297
1992,333,1992,36,5840
1992,300,1992,291,9474
1992,448,1992,13,311
1992,373,1992,91,146651
1992,616,1992,95,8057
1991,360,1991,92,1044
1991,541,1991,104,1030
1991,372,1991,0,93025
1991,644,1991,47,8455
1991,251,1991,2,218
1991,163,1991,15,6188
1991,313,1991,0,1912
1991,1332,1991,88,64372
1991,495,1991,69,2885
1991,3122,1991,4,15056
1990,238,1990,28,54446
1990,83,1990,20,16954
1990,210,1990,0,1141
1990,75,1990,3,193
1990,660,1990,77,573062
1990,268,1990,107,7554
1990,309,1990,21,3524
1990,75,1990,43,4245
1990,781,1990,84,70753
1990,304,1990,11,473
1990,205,1990,6,36607
1990,316,1990,1,87975
1990,28,1990,4,247
1990,542,1990,9,40490
1989,138,1989,10,12089
1989,254,1989,210,75507
1989,144,1989,6,1246
1989,645,1989,99,72963
1989,425,1989,305,1411
1989,274,1989,54,389
1989,164,1989,119,12395
1989,787,1989,14,471
1989,168,1989,50,2102
1989,184,1989,79,8286
1989,665,1989,354,838506
1989,440,1989,0,4119
1989,403,1989,237,25559
1989,249,1989,8,18487
1988,166,1988,1,42
1988,154,1988,10,2770
1988,585,1988,33,14868
1988,445,1988,9,7322
1988,1064,1988,175,521
1988,293,1988,150,15315
1988,98,1988,1,288
1988,757,1988,46,6416
1988,329,1988,7,17
1988,132,1988,71,1136
1988,282,1988,14,5776
1988,987,1988,4,2627
1988,68,1988,41,1449
1987,864,1987,0,1998139
1987,156,1987,48,24026
1987,249,1987,115,156179
1987,286,1987,64,376
1987,475,1987,123,476
1987,368,1987,0,1205
1987,711,1987,226,2518
1987,206,1987,50,23882
1987,1042,1987,14,27456
1987,1147,1987,1,121728
1986,701,1986,33,358
1986,202,1986,1,4693
1986,347,1986,62,168
1986,115,1986,56,10844
1986,237,1986,40,484
1986,327,1986,60,10260
1986,372,1986,129,417
1986,179,1986,79,12635
1986,248,1986,32,937
1985,597,1985,109,16253
1985,177,1985,21,282
1985,206,1985,129,289305
1985,114,1985,77,4138
1985,121,1985,1,136759
1985,587,1985,1,244823
1985,438,1985,30,1642
1985,1981,1985,35,2821
1985,512,1985,0,5052
1985,76,1985,9,128
1985,319,1985,5,3096
1984,339,1984,426,9290
1984,142,1984,54,107334
1984,166,1984,9,121326
1984,409,1984,27,5535
1984,251,1984,0,243
1984,227,1984,2,2784
1984,444,1984,13,142
1984,285,1984,17,27267
1984,793,1984,368,15212
1984,325,1984,16,7939
1984,112,1984,611,16968
1984,396,1984,7,321
1984,1436,1984,2,91491
1983,524,1983,6,53
1983,1670,1983,15,208119
1983,400,1983,1,8081
1983,176,1983,5,190
1983,216,1983,169,2138
1983,139,1983,35,2484
1983,368,1983,84,17214
1983,64,1983,49,1745
1983,186,1983,247,491716
1983,82,1983,22,723
1983,585,1983,13,62447
1983,126,1983,5,108
1983,93,1983,110,3227
1983,416,1983,85,125683
1983,298,1983,28,716
1983,608,1983,12,1561
1983,463,1983,3,2362
1983,544,1983,0,5684049
1982,173,1982,7,94
1982,671,1982,4,90968
1982,196,1982,89,821
1982,259,1982,6,553
1982,437,1982,9,658
1982,116,1982,87,7530
1982,547,1982,16,42909
1982,188,1982,83,22825
1982,739,1982,74,6337
1981,995,1981,121,46828
1981,332,1981,23,10809
1981,111,1981,506,284829
1981,411,1981,4,4270
1981,761,1981,2,628421
1981,510,1981,32,119
1981,258,1981,152,13529
1981,187,1981,1,2479
1981,258,1981,22,93701
1981,262,1981,10,2289
1981,496,1981,0,10318
1981,434,1981,4,14368
1980,513,1980,0,10819
1980,457,1980,21,15561
1980,161,1980,26,1235
1980,78,1980,8,9529
1980,253,1980,2,332
1980,278,1980,25,5454
1980,156,1980,17,269640
1980,307,1980,137,714
1980,518,1980,20,7135
1979,1166,1979,13,8947
1979,184,1979,55,9396
1979,661,1979,103,152592
1979,636,1979,0,4958
1979,460,1979,21,11118
1979,944,1979,0,98744
1979,1160,1979,3,1305
1979,619,1979,190,69976
1979,192,1979,0,46133
1979,754,1979,39,2712
1979,206,1979,7,846
1979,104,1979,92,33323
1979,119,1979,70,9743
1979,412,1979,1,52435
1979,839,1979,142,132769
1979,134,1979,12,823
1979,150,1979,16,1745
1978,112,1978,25,245
1978,125,1978,4,1270
1978,230,1978,94,18943
1978,488,1978,68,39236
1978,204,1978,2,741
1978,100,1978,83,68682
1978,284,1978,0,1551
1978,142,1978,0,234
1978,270,1978,44,11015
1978,63,1978,4,1431
1978,643,1978,29,6058
1977,99,1977,63,4234
1977,221,1977,73,2592
1977,56,1977,9,731
1977,281,1977,64,12268
1977,83,1977,108,346049
1977,273,1977,4,56156
1977,245,1977,103,90599
1977,347,1977,19,14302
1977,184,1977,26,92453
1977,213,1977,11,1801
1977,202,1977,15,1442
1977,205,1977,93,11635
1976,838,1976,2,25624
1976,44,1976,20,119271
1976,19188,1976,213,17998
1976,272,1976,121,25391
1976,128,1976,54,1984
1976,223,1976,31,31063
1976,93,1976,59,4115
1976,123,1976,349,158674
1976,292,1976,10,11380
1976,126,1976,71,6802
1976,273,1976,582,1177
1976,922,1976,30,641393
1976,217,1976,4,1273
1976,162,1976,0,61
1976,633,1976,285,115971
1976,233,1976,44,251
1975,220,1975,70,60858
1975,194,1975,5,1127
1975,369,1975,10,3760
1975,219,1975,55,10195
1975,375,1975,89,18830
1975,425,1975,52,43057
1975,224,1975,52,2363
1975,490,1975,14,86218
1975,366,1975,99,1712
1975,238,1975,7,47755
1975,449,1975,84,1460
1975,1046,1975,2,1974
1975,457,1975,41,5611
1975,275,1975,2,1141
1975,358,1975,10,47872
1975,396,1975,41,1158
1974,326,1974,19,2280
1974,453,1974,76,12459
1974,267,1974,1,87173
1974,343,1974,42,162580
1974,118,1974,339,16316
1974,251,1974,73,2595
1974,167,1974,46,3329
1974,147,1974,0,7610
1974,31,1974,6,77709
1974,538,1974,22,6047
1974,84,1974,6,1470
1974,217,1974,1,586
1973,370,1973,67,29049
1973,898,1973,174,5387
1973,243,1973,7,32867
1973,215,1973,120,25751
1973,607,1973,0,20919
1973,490,1973,5,426
1973,345,1973,29,304795
1973,117,1973,12,2226
1973,522,1973,174,54530
1973,282,1973,44,23017
1973,503,1973,86,8678
1973,62,1973,0,75230
1973,110,1973,17,4369
1973,147,1973,13,547
1973,135,1973,50,378
1972,484,1972,23,35558
1972,585,1972,91,734
1972,287,1972,10,188
1972,407,1972,0,266
1972,129,1972,12,27776
1972,314,1972,14,869
1972,123,1972,5,1182
1972,337,1972,366,29060
1972,371,1972,60,420
1972,427,1972,184,639
1972,119,1972,0,7389
1972,352,1972,29,208
1972,597,1972,105,5991
1972,375,1972,82,1085
1971,389,1971,182,970
1971,790,1971,87,46867
1971,1083,1971,34,4924
1971,525,1971,19,458
1971,398,1971,6,11875
1971,1672,1971,92,10771
1971,130,1971,28,182
1971,88,1971,2,2420
1971,3487,1971,73,23539409
1971,177,1971,6,742
1971,287,1971,11,676
1971,238,1971,24,33319
1970,646,1970,10,29005
1970,382,1970,17,1923
1970,804,1970,53,4264
1970,926,1970,61,464
1970,551,1970,1,2574
1970,298,1970,6,2517
1970,377,1970,62,11934
1970,138,1970,12,1830
1970,1392,1970,168,20685
1970,278,1970,82,16147
1970,91,1970,1,1605
1970,164,1970,55,4496
1970,172,1970,9,29055
1969,302,1969,6,2464
1969,322,1969,0,926
1969,479,1969,7,1570
1969,514,1969,85,22813
1969,162,1969,41,6104
1969,667,1969,104,247941
1969,443,1969,99,1891
1969,552,1969,26,438
1969,998,1969,22,409469
1968,360,1968,221,17060
1968,3346,1968,61,2186
1968,791,1968,566,1570
1968,147,1968,13,136
1968,93,1968,3,340
1968,266,1968,44,5944
1968,133,1968,9,14546
1968,368,1968,22,1299
1968,129,1968,15,8034
1968,119,1968,3,157131
1967,204,1967,8,1438
1967,332,1967,113,15966
1967,166,1967,8,152003
1967,546,1967,67,131111
1967,1364,1967,0,16145
1967,637,1967,156,35291
1967,583,1967,60,5716
1967,223,1967,3,570
1967,684,1967,5,1398
1967,498,1967,35,326
1966,160,1966,11,4098
1966,255,1966,5,275
1966,89,1966,109,26496
1966,335,1966,70,495
1966,373,1966,14,3862
1966,687,1966,190,2025
1966,381,1966,2,93
1966,222,1966,8,11582
1966,582,1966,8,1006176
1965,409,1965,0,139836
1965,320,1965,11,546
1965,286,1965,90,1661
1965,792,1965,3,25255
1965,243,1965,38,19136
1965,87,1965,22,107
1965,536,1965,30,7954
1965,755,1965,318,217185
1965,671,1965,18,25616
1965,117,1965,5,43347
1965,302,1965,19,457
1965,27,1965,11,102974
1965,575,1965,7,7405
1965,213,1965,3,2189
1965,168,1965,35,920
1965,131,1965,9,133
1965,397,1965,96,192041
1965,169,1965,105,43809
1964,331,1964,11,2841
1964,739,1964,333,373962
1964,521,1964,125,26781
1964,1675,1964,11,2190
1964,288,1964,7,34581
1964,267,1964,15,102
1964,548,1964,37,1043
1964,271,1964,4,1944
1964,378,1964,27,161003
1964,206,1964,19,742
1964,448,1964,45,15607
1964,255,1964,97,117092
1963,450,1963,39,5487
1963,252,1963,4,601
1963,888,1963,0,37339
1963,271,1963,0,4472
1963,199,1963,40,3923
1963,123,1963,18,1196
1963,1064,1963,269,85739
1963,468,1963,24,21903
1963,283,1963,133,13686
1963,260,1963,15,4797
1963,636,1963,230,163667
1963,389,1963,13,183492
1963,231,1963,432,122649
1962,307,1962,0,4704
1962,298,1962,5,1144
1962,198,1962,0,459
1962,108,1962,30,185
1962,274,1962,51,334
1962,384,1962,3,16277
1962,471,1962,34,46719
1962,185,1962,54,2846
1962,582,1962,3,2211
1962,149,1962,76,51740
1962,758,1962,17,3310
1962,128,1962,17,510
1962,199,1962,21,5031
1961,367,1961,114,52373
1961,249,1961,41,809
1961,313,1961,8,167
1961,377,1961,4,1
1961,709,1961,74,140
1961,129,1961,5,324
1961,110,1961,37,6317
1961,778,1961,38,6099
1961,576,1961,1,8617513
1961,606,1961,10,1969
1961,129,1961,18,46862
1961,741,1961,58,520063
1961,70,1961,2,1375
1960,324,1960,153,74397
1960,169,1960,12,455
1960,186,1960,49,1426
1960,285,1960,147,2285
1960,664,1960,103,239426
1960,407,1960,167,6996
1959,1489,1959,31,5090
1959,208,1959,53,7213
1959,255,1959,45,69261
1959,411,1959,19,2221
1959,56,1959,7,20
1959,566,1959,19,33893
1959,247,1959,2,1543
1959,488,1959,33,20573
1959,396,1959,52,71734
1959,375,1959,76,125431
1959,893,1959,252,2283
1959,295,1959,85,9548
1959,286,1959,19,60
1958,395,1958,188,60068
1958,54,1958,10,94
1958,173,1958,0,38
1958,193,1958,0,36554
1958,125,1958,53,466
1958,767,1958,110,7397
1958,458,1958,27,1165
1958,191,1958,41,2636
1958,433,1958,333,346093
1958,548,1958,2,111337
1958,146,1958,3,9839
1958,421,1958,5,263115
1957,117,1957,128,1082
1957,1832,1957,10,168
1957,506,1957,5,35226
1957,1156,1957,48,28845
1957,142,1957,0,507
1957,623,1957,60,180331
1957,211,1957,71,5709
1956,1883,1956,436,23390
1956,490,1956,35,1405
1956,102,1956,35,2809
1956,149,1956,24,685
1956,396,1956,1,2656
1956,428,1956,31,196
1956,69,1956,12,65
1956,168,1956,88,74444
1955,694,1955,17,203103
1955,432,1955,86,414
1955,237,1955,2,1473
1955,97,1955,6,1098
1955,441,1955,9,39
1955,175,1955,65,1714
1955,105,1955,25,611
1955,546,1955,245,172326
1955,459,1955,2,19024
1955,95,1955,57,63523
1955,430,1955,85,638
1955,153,1955,6,6111
1955,511,1955,50,265
1955,139,1955,11,237
1955,707,1955,677,155037
1954,407,1954,3,1919
1954,545,1954,207,3052
1954,425,1954,25,3469
1954,236,1954,277,101
1954,299,1954,62,1417
1954,379,1954,58,1381
1954,518,1954,42,24578
1954,198,1954,54,659966
1954,144,1954,52,3432
1954,129,1954,10,40
1954,366,1954,28,5494
1954,425,1954,0,47
1954,294,1954,1,10978
1953,237,1953,0,7965
1953,289,1953,349,57475
1953,351,1953,25,684
1953,540,1953,1,182105
1953,739,1953,144,3329
1953,294,1953,90,1382
1953,353,1953,165,1565
1953,1088,1953,25,820
1953,299,1953,27,2333
1952,360,1952,6,130
1952,185,1952,94,38977
1952,312,1952,208,27040
1952,117,1952,28,90
1952,376,1952,80,3738
1952,188,1952,5,3368
1952,196,1952,65,2697
1952,425,1952,17,3971
1952,364,1952,77,6673
1952,386,1952,31,471
1952,238,1952,31,167271
1951,344,1951,4,121459
1951,428,1951,28,7
1951,304,1951,0,351
1951,301,1951,81,515
1951,367,1951,0,22689
1950,296,1950,41,358
1950,194,1950,67,6379
1950,807,1950,353,31489
1950,79,1950,10,692
1950,227,1950,43,45904
1950,308,1950,49,7574
1950,104,1950,48,177
1950,85,1950,13,679
1950,176,1950,280,986612
1950,1042,1950,210,66399
1950,507,1950,240,162
1950,97,1950,11,448
1950,514,1950,146,7573
1950,247,1950,1,565
1950,556,1950,84,514318
1949,131,1949,0,1005
1949,189,1949,17,15567
1949,93,1949,1,18347
1949,124,1949,156,15565
1949,92,1949,19,3704
1949,134,1949,11,1965
1949,742,1949,0,217266
1949,1103,1949,563,98466
1949,147,1949,34,198
1949,392,1949,49,1219
1949,161,1949,43,243925
1949,216,1949,78,1776
1948,67,1948,0,2575
1948,699,1948,12,896
1948,799,1948,19,40560
1948,195,1948,30,45666
1948,601,1948,281,19151
1948,49,1948,15,3288
1948,269,1948,91,1525
1948,418,1948,10,7735
1948,151,1948,79,26313
1948,362,1948,326,15665
1948,55,1948,27,675
1948,201,1948,50,159
1948,347,1948,116,1309
1948,215,1948,37,875
1947,155,1947,21,160363
1947,860,1947,193,2321
1947,662,1947,50,514
1947,300,1947,2,1244
1947,215,1947,61,110802
1947,528,1947,23,2350
1947,505,1947,66,884
1947,145,1947,37,10564
1947,499,1947,4,13734
1947,76,1947,52,86747
1947,219,1947,19,185
1947,178,1947,20,159
1946,548,1946,0,4625
1946,354,1946,8,1359
1946,499,1946,68,949330
1946,165,1946,26,1847
1946,1724,1946,115,6152
1946,203,1946,14,1069
1946,568,1946,15,6815
1946,72,1946,152,11187
1946,196,1946,19,4992
1945,378,1945,190,28208
1945,351,1945,14,7638
1945,249,1945,7,448
1945,501,1945,4,2977
1945,458,1945,16,5365
1945,366,1945,81,1583063
1945,161,1945,196,17172
1945,114,1945,10,7819
1944,334,1944,0,2216
1944,389,1944,37,10819
1944,317,1944,185,736
1944,251,1944,61,3665
1944,187,1944,99,4271
1944,116,1944,27,4602
1944,199,1944,30,101920
1944,294,1944,24,4365
1943,246,1943,7,72765
1943,340,1943,18,1157
1943,123,1943,27,13090
1943,123,1943,4,54
1943,127,1943,27,2514
1943,236,1943,32,31709
1943,211,1943,5,189
1943,88,1943,5,15929
1942,929,1942,96,33029
1942,157,1942,57,17552
1942,219,1942,61,346
1942,124,1942,91,1175
1942,333,1942,32,26511
1942,441,1942,43,14624
1942,237,1942,19,170
1942,156,1942,152,5552
1942,296,1942,10,16026
1942,59,1942,138,7476
1942,171,1942,11,89461
1941,417,1941,89,2752
1941,179,1941,91,738
1941,219,1941,58,7643
1941,121,1941,18,9936
1941,1273,1941,15,9674
1941,239,1941,26,183
1941,210,1941,74,1989
1940,542,1940,9,639
1940,176,1940,5,413
1940,547,1940,23,272691
1940,280,1940,171,33398
1940,305,1940,14,18294
1940,1196,1940,67,7931
1940,264,1940,98,3576
1940,233,1940,26,551
1940,206,1940,5,1011
1940,341,1940,10,3414
1940,117,1940,48,6796
1940,179,1940,28,372
1940,217,1940,9,444
1939,321,1939,48,6475
1939,568,1939,9,1825
1939,242,1939,49,2951
1939,349,1939,0,1325039
1939,291,1939,58,2531
1939,275,1939,38,6057
1939,189,1939,38,1560
1939,615,1939,137,342
1939,465,1939,100,221
1939,359,1939,80,30048
1939,327,1939,168,8840
1939,325,1939,4,845
1939,124,1939,53,463
1938,81,1938,4,2996
1938,381,1938,44,11055
1938,471,1938,25,91119
1938,777,1938,277,228261
1938,96,1938,27,15674
1938,487,1938,165,582
1938,1174,1938,1,16276
1938,471,1938,45,16309
1938,481,1938,31,16383
1938,287,1938,1,8104
1938,282,1938,37,17511
1938,418,1938,13,5132
1938,776,1938,126,741
1938,1437,1938,8,3508
1937,366,1937,17,12874
1937,117,1937,47,1103
1937,237,1937,21,13304
1937,61,1937,2,2968
1937,307,1937,14,4449
1937,257,1937,5,1508
1936,332,1936,37,851
1936,367,1936,6,32
1936,1120,1936,34,26005
1936,253,1936,259,4982
1936,105,1936,16,1110
1936,1089,1936,9,139523
1936,233,1936,18,16204
1936,876,1936,25,33570
1936,361,1936,14,30039
1936,185,1936,70,1395
1936,37,1936,13,136
1936,97,1936,12,616
1936,137,1936,43,480
1936,126,1936,65,1101
1936,672,1936,13,111139
1936,179,1936,0,66047
1936,377,1936,3,5152
1936,596,1936,245,25326
1936,489,1936,78,1312
1936,124,1936,1,184
1935,341,1935,27,8590
1935,293,1935,1,1530
1935,398,1935,13,3558
1935,149,1935,18,10086
1935,401,1935,13,234312
1935,232,1935,6,222587
1935,1114,1935,76,112
1935,137,1935,25,5636
1935,436,1935,0,7736
1935,704,1935,5,1779
1935,662,1935,27,405
1935,68,1935,11,2009
1935,564,1935,40,116705
1934,395,1934,114,124665
1934,94,1934,46,44129
1934,97,1934,6,167010
1934,308,1934,96,3170
1934,169,1934,8,325
1934,385,1934,23,7512
1934,230,1934,3,29348
1934,155,1934,43,143
1934,159,1934,60,620
1934,157,1934,21,2028
1934,295,1934,58,14444
1933,301,1933,24,8744
1933,706,1933,22,56
1933,152,1933,32,335788
1933,300,1933,83,5437
1933,470,1933,2,2527
1933,513,1933,4,56343
1933,210,1933,9,7899
1933,187,1933,51,219520
1933,199,1933,577,7464
1933,319,1933,309,80420
1933,190,1933,1,45
1933,550,1933,117,2391
1933,599,1933,53,759
1933,908,1933,86,7072
1933,416,1933,63,6937
1933,493,1933,37,41177
1933,719,1933,4,64307
1933,94,1933,5,390
1933,563,1933,80,522015
1933,2107,1933,42,54614
1933,411,1933,2,13
1933,289,1933,10,598
1932,71,1932,4,149
1932,105,1932,30,10659
1932,335,1932,39,4527
1932,91,1932,11,748
1932,398,1932,11,32671
1932,757,1932,44,8016
1932,565,1932,80,3787
1932,70,1932,23,1937
1932,409,1932,27,1174
1932,390,1932,28,7762
1932,113,1932,0,1593
1932,329,1932,32,620
1931,539,1931,173,95625
1931,246,1931,0,517783
1931,200,1931,54,20699
1931,86,1931,28,840022
1931,173,1931,33,26247
1931,227,1931,4,1336
1931,417,1931,29,655
1931,1173,1931,23,1227
1931,126,1931,20,267
1931,290,1931,0,532
1931,480,1931,10,467
1930,207,1930,19,50
1930,343,1930,37,2232
1930,331,1930,42,22745
1930,620,1930,56,15213
1930,187,1930,0,893
1930,441,1930,22,145312
1930,644,1930,28,2283
1930,297,1930,35,34098
1930,152,1930,0,1126
1930,96,1930,6,13904
1930,111,1930,67,299
1930,409,1930,11,4182
1930,409,1930,14,5271
1930,644,1930,25,5571991
1929,223,1929,139,36289
1929,248,1929,97,28604
1929,376,1929,2,52233
1929,293,1929,15,4130
1929,100,1929,24,959
1929,108,1929,31,1355
1929,219,1929,34,2600
1929,494,1929,43,1077
1929,525,1929,756,248873
1929,166,1929,90,2363
1928,54,1928,56,1166
1928,281,1928,1,5425
1928,112,1928,2,117
1928,412,1928,111,8783
1928,388,1928,385,20080
1928,273,1928,20,5251
1928,78,1928,53,2979
1928,237,1928,35,5721
1928,310,1928,4,118
1928,577,1928,242,2794
1928,65,1928,13,47732
1928,52,1928,20,1445
1927,398,1927,3,63198
1927,534,1927,35,3667
1927,286,1927,166,8975
1927,463,1927,1,14939
1927,554,1927,44,379
1927,362,1927,38,1084
1927,508,1927,14,1692
1926,351,1926,11,1192
1926,584,1926,144,18900
1926,300,1926,1,46
1926,1912,1926,992,250100
1926,113,1926,1,324
1926,496,1926,12,6373
1926,362,1926,4,207212
1926,176,1926,5,574
1926,3409,1926,12,228
1926,420,1926,340,15077
1926,165,1926,13,425
1925,536,1925,101,93396
1925,38,1925,1,613
1925,467,1925,47,231
1925,480,1925,24,69031
1925,118,1925,25,2051
1925,186,1925,41,3655
1925,191,1925,2,3057
1924,198,1924,76,16146
1924,245,1924,342,142484
1924,330,1924,21,42357
1924,63,1924,3,8965
1924,631,1924,42,190
1924,255,1924,20,4938
1924,1117,1924,8,18842
1923,61,1923,0,487
1923,446,1923,1,376
1923,285,1923,64,33
1923,600,1923,20,12343
1923,681,1923,31,110215
1923,149,1923,27,9944
1923,139,1923,85,2743
1923,335,1923,21,261358
1922,838,1922,0,13831
1922,337,1922,34,90912
1922,237,1922,55,21433
1922,561,1922,340,2096311
1922,398,1922,1,1084
1922,110,1922,3,4342
1922,486,1922,433,79809
1922,536,1922,30,34542
1922,346,1922,156,7008
1922,282,1922,9,194
1921,267,1921,26,132696
1921,606,1921,27,1579066
1921,263,1921,95,1547
1921,1170,1921,2275,1087074
1921,192,1921,0,74612
1921,323,1921,0,20
1921,104,1921,72,2972
1921,478,1921,20,676
1921,153,1921,8,566
1921,494,1921,2,101533
1921,429,1921,11,290
1921,993,1921,14,20619
1921,1073,1921,25,2112
1921,670,1921,45,8162
1921,416,1921,58,2153
1920,257,1920,25,908
1920,211,1920,9,3232
1920,233,1920,212,159946
1920,470,1920,50,1076
1920,717,1920,104,537656
1920,160,1920,164,1326
1920,281,1920,20,114038
1920,195,1920,119,22893
1920,595,1920,1,760
1920,448,1920,14,440
1920,379,1920,1,228
1920,449,1920,78,15489
1920,139,1920,278,68
1919,215,1919,3,315
1919,88,1919,57,9996
1919,498,1919,132,8061
1919,372,1919,94,429543
1919,1593,1919,128,368141
1919,395,1919,127,27487
1919,237,1919,6,984
1919,564,1919,193,45155
1919,99,1919,35,872
1919,366,1919,4,6348
1919,46,1919,23,27159
1919,47,1919,56,31194
1919,220,1919,174,182501
1919,275,1919,111,6218
1919,309,1919,89,636
1919,204,1919,32,721
1918,259,1918,23,354
1918,25,1918,0,1456
1918,243,1918,90,313
1918,120,1918,25,1747
1918,409,1918,5,89
1918,737,1918,111,40139
1918,1383,1918,56,215
1917,316,1917,62,129
1917,1096,1917,131,341114
1917,131,1917,56,7656
1917,292,1917,47,112995
1917,71,1917,14,863
1917,131,1917,48,114909
1917,196,1917,70,4443
1917,180,1917,90,62323
1917,435,1917,9,9604
1917,134,1917,19,2336
1917,328,1917,50,10878
1917,403,1917,206,26319
1917,253,1917,6,1546
1917,171,1917,38,12226
1917,566,1917,0,49636
