name,full_name,stars,forks,watchers,commits,forks_url,watchers_url,created_at,open_issues,size,age,language_Astro,language_Blade,language_C,language_C#,language_C++,language_CSS,language_Dart,language_Elixir,language_Elm,language_Emacs Lisp,language_F#,language_GLSL,language_Go,language_HCL,language_HTML,language_Haskell,language_Java,language_JavaScript,language_Julia,language_Jupyter Notebook,language_Kotlin,language_Lua,language_MATLAB,language_Makefile,language_Markdown,language_Mermaid,language_Objective-C,language_PHP,language_PLpgSQL,language_Perl,language_Pug,language_PureScript,language_Python,language_R,language_Roff,language_Ruby,language_Rust,language_SCSS,language_Scala,language_ShaderLab,language_Shell,language_Solidity,language_Svelte,language_Swift,language_TeX,language_TypeScript,language_VHDL,language_Vim Script,language_Vim script,language_VimL,language_Vue,language_YARA
kala,ajvb/kala,1996,188,1996,https://api.github.com/repos/ajvb/kala/commits{/sha},https://api.github.com/repos/ajvb/kala/forks,https://api.github.com/repos/ajvb/kala/subscribers,2015-03-19 04:24:19+00:00,12,4428,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xcbuild,facebookarchive/xcbuild,1996,195,1996,https://api.github.com/repos/facebookarchive/xcbuild/commits{/sha},https://api.github.com/repos/facebookarchive/xcbuild/forks,https://api.github.com/repos/facebookarchive/xcbuild/subscribers,2015-09-23 18:24:01+00:00,63,4453,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
material-components-web-react,material-components/material-components-web-react,1995,235,1995,https://api.github.com/repos/material-components/material-components-web-react/commits{/sha},https://api.github.com/repos/material-components/material-components-web-react/forks,https://api.github.com/repos/material-components/material-components-web-react/subscribers,2018-03-06 19:42:24+00:00,201,5934,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GPTQ-for-LLaMa,qwopqwop200/GPTQ-for-LLaMa,1995,337,1995,https://api.github.com/repos/qwopqwop200/GPTQ-for-LLaMa/commits{/sha},https://api.github.com/repos/qwopqwop200/GPTQ-for-LLaMa/forks,https://api.github.com/repos/qwopqwop200/GPTQ-for-LLaMa/subscribers,2023-03-06 14:09:39+00:00,31,2789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mStream,IrosTheBeggar/mStream,1995,172,1995,https://api.github.com/repos/IrosTheBeggar/mStream/commits{/sha},https://api.github.com/repos/IrosTheBeggar/mStream/forks,https://api.github.com/repos/IrosTheBeggar/mStream/subscribers,2015-12-05 22:26:26+00:00,59,112464,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kcp,kcp-dev/kcp,1995,337,1995,https://api.github.com/repos/kcp-dev/kcp/commits{/sha},https://api.github.com/repos/kcp-dev/kcp/forks,https://api.github.com/repos/kcp-dev/kcp/subscribers,2021-03-31 13:20:20+00:00,365,26618,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DesktopEditors,ONLYOFFICE/DesktopEditors,1995,267,1995,https://api.github.com/repos/ONLYOFFICE/DesktopEditors/commits{/sha},https://api.github.com/repos/ONLYOFFICE/DesktopEditors/forks,https://api.github.com/repos/ONLYOFFICE/DesktopEditors/subscribers,2016-10-03 12:11:12+00:00,420,125,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jOOL,jOOQ/jOOL,1995,165,1995,https://api.github.com/repos/jOOQ/jOOL/commits{/sha},https://api.github.com/repos/jOOQ/jOOL/forks,https://api.github.com/repos/jOOQ/jOOL/subscribers,2014-03-02 14:27:38+00:00,45,1834,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lucenenet,apache/lucenenet,1995,627,1995,https://api.github.com/repos/apache/lucenenet/commits{/sha},https://api.github.com/repos/apache/lucenenet/forks,https://api.github.com/repos/apache/lucenenet/subscribers,2009-03-27 15:41:57+00:00,76,174795,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goav,giorgisio/goav,1995,365,1995,https://api.github.com/repos/giorgisio/goav/commits{/sha},https://api.github.com/repos/giorgisio/goav/forks,https://api.github.com/repos/giorgisio/goav/subscribers,2015-05-21 05:31:14+00:00,48,1208,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TrWebOCR,alisen39/TrWebOCR,1995,516,1995,https://api.github.com/repos/alisen39/TrWebOCR/commits{/sha},https://api.github.com/repos/alisen39/TrWebOCR/forks,https://api.github.com/repos/alisen39/TrWebOCR/subscribers,2020-05-01 13:41:13+00:00,76,329566,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
react-tv,raphamorim/react-tv,1995,162,1995,https://api.github.com/repos/raphamorim/react-tv/commits{/sha},https://api.github.com/repos/raphamorim/react-tv/forks,https://api.github.com/repos/raphamorim/react-tv/subscribers,2017-08-18 14:59:01+00:00,31,8416,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios-learning-materials,eleev/ios-learning-materials,1995,275,1995,https://api.github.com/repos/eleev/ios-learning-materials/commits{/sha},https://api.github.com/repos/eleev/ios-learning-materials/forks,https://api.github.com/repos/eleev/ios-learning-materials/subscribers,2017-07-10 13:30:11+00:00,1,5959,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sanitize,rgrove/sanitize,1995,136,1995,https://api.github.com/repos/rgrove/sanitize/commits{/sha},https://api.github.com/repos/rgrove/sanitize/forks,https://api.github.com/repos/rgrove/sanitize/subscribers,2008-12-25 06:03:43+00:00,1,1897,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merakiui,merakiui/merakiui,1995,139,1995,https://api.github.com/repos/merakiui/merakiui/commits{/sha},https://api.github.com/repos/merakiui/merakiui/forks,https://api.github.com/repos/merakiui/merakiui/subscribers,2020-05-01 20:02:07+00:00,0,5239,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s2geometry,google/s2geometry,1994,280,1994,https://api.github.com/repos/google/s2geometry/commits{/sha},https://api.github.com/repos/google/s2geometry/forks,https://api.github.com/repos/google/s2geometry/subscribers,2015-11-16 17:41:03+00:00,64,10129,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clean-code-js,alivebao/clean-code-js,1994,285,1994,https://api.github.com/repos/alivebao/clean-code-js/commits{/sha},https://api.github.com/repos/alivebao/clean-code-js/forks,https://api.github.com/repos/alivebao/clean-code-js/subscribers,2017-01-07 10:51:00+00:00,2,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cax,dntzhang/cax,1994,322,1994,https://api.github.com/repos/dntzhang/cax/commits{/sha},https://api.github.com/repos/dntzhang/cax/forks,https://api.github.com/repos/dntzhang/cax/subscribers,2012-09-29 02:49:41+00:00,47,6582,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titus,Netflix/titus,1994,102,1994,https://api.github.com/repos/Netflix/titus/commits{/sha},https://api.github.com/repos/Netflix/titus/forks,https://api.github.com/repos/Netflix/titus/subscribers,2017-08-17 16:11:44+00:00,0,3279,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoenix,wxWidgets/Phoenix,1994,504,1994,https://api.github.com/repos/wxWidgets/Phoenix/commits{/sha},https://api.github.com/repos/wxWidgets/Phoenix/forks,https://api.github.com/repos/wxWidgets/Phoenix/subscribers,2012-07-17 06:22:25+00:00,593,46392,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
restler,danwrong/restler,1994,395,1994,https://api.github.com/repos/danwrong/restler/commits{/sha},https://api.github.com/repos/danwrong/restler/forks,https://api.github.com/repos/danwrong/restler/subscribers,2009-11-25 14:27:22+00:00,106,1257,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oasis,oasislinux/oasis,1994,62,1994,https://api.github.com/repos/oasislinux/oasis/commits{/sha},https://api.github.com/repos/oasislinux/oasis/forks,https://api.github.com/repos/oasislinux/oasis/subscribers,2016-06-09 02:55:17+00:00,24,5015,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cscore,filoe/cscore,1994,452,1994,https://api.github.com/repos/filoe/cscore/commits{/sha},https://api.github.com/repos/filoe/cscore/forks,https://api.github.com/repos/filoe/cscore/subscribers,2015-05-28 18:27:47+00:00,84,143190,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jsPDF-AutoTable,simonbengtsson/jsPDF-AutoTable,1994,588,1994,https://api.github.com/repos/simonbengtsson/jsPDF-AutoTable/commits{/sha},https://api.github.com/repos/simonbengtsson/jsPDF-AutoTable/forks,https://api.github.com/repos/simonbengtsson/jsPDF-AutoTable/subscribers,2014-09-04 08:31:33+00:00,34,7741,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nonebot,nonebot/nonebot,1993,345,1993,https://api.github.com/repos/nonebot/nonebot/commits{/sha},https://api.github.com/repos/nonebot/nonebot/forks,https://api.github.com/repos/nonebot/nonebot/subscribers,2016-12-02 14:23:43+00:00,10,1432,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FreeDVDBoot,CTurt/FreeDVDBoot,1993,150,1993,https://api.github.com/repos/CTurt/FreeDVDBoot/commits{/sha},https://api.github.com/repos/CTurt/FreeDVDBoot/forks,https://api.github.com/repos/CTurt/FreeDVDBoot/subscribers,2020-06-14 14:50:38+00:00,188,14446,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maim,naelstrof/maim,1993,76,1993,https://api.github.com/repos/naelstrof/maim/commits{/sha},https://api.github.com/repos/naelstrof/maim/forks,https://api.github.com/repos/naelstrof/maim/subscribers,2013-09-28 05:52:30+00:00,49,557,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemidao-do-zap,haskellcamargo/gemidao-do-zap,1993,200,1993,https://api.github.com/repos/haskellcamargo/gemidao-do-zap/commits{/sha},https://api.github.com/repos/haskellcamargo/gemidao-do-zap/forks,https://api.github.com/repos/haskellcamargo/gemidao-do-zap/subscribers,2017-08-07 16:35:02+00:00,32,732,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H5-dash-hls-rtmp-webrtc,Tinywan/H5-dash-hls-rtmp-webrtc,1993,485,1993,https://api.github.com/repos/Tinywan/H5-dash-hls-rtmp-webrtc/commits{/sha},https://api.github.com/repos/Tinywan/H5-dash-hls-rtmp-webrtc/forks,https://api.github.com/repos/Tinywan/H5-dash-hls-rtmp-webrtc/subscribers,2017-04-01 03:05:10+00:00,0,5191,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vue-axios,imcvampire/vue-axios,1993,187,1993,https://api.github.com/repos/imcvampire/vue-axios/commits{/sha},https://api.github.com/repos/imcvampire/vue-axios/forks,https://api.github.com/repos/imcvampire/vue-axios/subscribers,2016-10-25 07:39:39+00:00,8,2104,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quadratic,quadratichq/quadratic,1993,84,1993,https://api.github.com/repos/quadratichq/quadratic/commits{/sha},https://api.github.com/repos/quadratichq/quadratic/forks,https://api.github.com/repos/quadratichq/quadratic/subscribers,2021-11-11 02:41:07+00:00,122,567870,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mydumper,mydumper/mydumper,1993,404,1993,https://api.github.com/repos/mydumper/mydumper/commits{/sha},https://api.github.com/repos/mydumper/mydumper/forks,https://api.github.com/repos/mydumper/mydumper/subscribers,2015-11-06 17:11:15+00:00,20,3388,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BurpLoaderKeygen,h3110w0r1d-y/BurpLoaderKeygen,1993,315,1993,https://api.github.com/repos/h3110w0r1d-y/BurpLoaderKeygen/commits{/sha},https://api.github.com/repos/h3110w0r1d-y/BurpLoaderKeygen/forks,https://api.github.com/repos/h3110w0r1d-y/BurpLoaderKeygen/subscribers,2020-12-18 14:18:41+00:00,5,187,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
handout,danijar/handout,1993,107,1993,https://api.github.com/repos/danijar/handout/commits{/sha},https://api.github.com/repos/danijar/handout/forks,https://api.github.com/repos/danijar/handout/subscribers,2018-08-28 15:30:22+00:00,12,62,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tarpaulin,xd009642/tarpaulin,1992,155,1992,https://api.github.com/repos/xd009642/tarpaulin/commits{/sha},https://api.github.com/repos/xd009642/tarpaulin/forks,https://api.github.com/repos/xd009642/tarpaulin/subscribers,2017-04-07 15:37:02+00:00,43,3057,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CircularAnim,XunMengWinter/CircularAnim,1992,308,1992,https://api.github.com/repos/XunMengWinter/CircularAnim/commits{/sha},https://api.github.com/repos/XunMengWinter/CircularAnim/forks,https://api.github.com/repos/XunMengWinter/CircularAnim/subscribers,2016-07-20 07:52:07+00:00,4,242,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steam-deck-utilities,CryoByte33/steam-deck-utilities,1992,55,1992,https://api.github.com/repos/CryoByte33/steam-deck-utilities/commits{/sha},https://api.github.com/repos/CryoByte33/steam-deck-utilities/forks,https://api.github.com/repos/CryoByte33/steam-deck-utilities/subscribers,2022-10-30 14:50:04+00:00,40,320,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ionic-cli,ionic-team/ionic-cli,1992,611,1992,https://api.github.com/repos/ionic-team/ionic-cli/commits{/sha},https://api.github.com/repos/ionic-team/ionic-cli/forks,https://api.github.com/repos/ionic-team/ionic-cli/subscribers,2013-11-20 16:30:31+00:00,335,10817,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Makie.jl,MakieOrg/Makie.jl,1992,222,1992,https://api.github.com/repos/MakieOrg/Makie.jl/commits{/sha},https://api.github.com/repos/MakieOrg/Makie.jl/forks,https://api.github.com/repos/MakieOrg/Makie.jl/subscribers,2017-09-25 22:07:50+00:00,840,688031,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.mlcompendium.com,orico/www.mlcompendium.com,1992,220,1992,https://api.github.com/repos/orico/www.mlcompendium.com/commits{/sha},https://api.github.com/repos/orico/www.mlcompendium.com/forks,https://api.github.com/repos/orico/www.mlcompendium.com/subscribers,2021-08-09 03:50:41+00:00,0,10704,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LaTeXTools,SublimeText/LaTeXTools,1992,375,1992,https://api.github.com/repos/SublimeText/LaTeXTools/commits{/sha},https://api.github.com/repos/SublimeText/LaTeXTools/forks,https://api.github.com/repos/SublimeText/LaTeXTools/subscribers,2011-03-26 18:59:50+00:00,388,2797,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marytts,marytts/marytts,1992,692,1992,https://api.github.com/repos/marytts/marytts/commits{/sha},https://api.github.com/repos/marytts/marytts/forks,https://api.github.com/repos/marytts/marytts/subscribers,2011-12-20 16:44:48+00:00,118,149752,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awesome-emails,jonathandion/awesome-emails,1992,203,1992,https://api.github.com/repos/jonathandion/awesome-emails/commits{/sha},https://api.github.com/repos/jonathandion/awesome-emails/forks,https://api.github.com/repos/jonathandion/awesome-emails/subscribers,2015-08-18 14:12:08+00:00,2,216,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ToGL,ValveSoftware/ToGL,1992,189,1992,https://api.github.com/repos/ValveSoftware/ToGL/commits{/sha},https://api.github.com/repos/ValveSoftware/ToGL/forks,https://api.github.com/repos/ValveSoftware/ToGL/subscribers,2014-03-11 02:03:10+00:00,8,541,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hypersistence-utils,vladmihalcea/hypersistence-utils,1992,310,1992,https://api.github.com/repos/vladmihalcea/hypersistence-utils/commits{/sha},https://api.github.com/repos/vladmihalcea/hypersistence-utils/forks,https://api.github.com/repos/vladmihalcea/hypersistence-utils/subscribers,2017-09-25 05:10:02+00:00,41,2297,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
killedbygoogle,codyogden/killedbygoogle,1992,333,1992,https://api.github.com/repos/codyogden/killedbygoogle/commits{/sha},https://api.github.com/repos/codyogden/killedbygoogle/forks,https://api.github.com/repos/codyogden/killedbygoogle/subscribers,2018-09-16 00:52:08+00:00,36,5840,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
notepadqq,notepadqq/notepadqq,1992,300,1992,https://api.github.com/repos/notepadqq/notepadqq/commits{/sha},https://api.github.com/repos/notepadqq/notepadqq/forks,https://api.github.com/repos/notepadqq/notepadqq/subscribers,2012-02-24 14:39:25+00:00,291,9474,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shimmer-android,romainpiel/Shimmer-android,1992,448,1992,https://api.github.com/repos/romainpiel/Shimmer-android/commits{/sha},https://api.github.com/repos/romainpiel/Shimmer-android/forks,https://api.github.com/repos/romainpiel/Shimmer-android/subscribers,2014-03-06 16:54:23+00:00,13,311,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
devextreme-reactive,DevExpress/devextreme-reactive,1992,373,1992,https://api.github.com/repos/DevExpress/devextreme-reactive/commits{/sha},https://api.github.com/repos/DevExpress/devextreme-reactive/forks,https://api.github.com/repos/DevExpress/devextreme-reactive/subscribers,2017-03-17 07:10:12+00:00,91,146651,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pico-examples,raspberrypi/pico-examples,1992,616,1992,https://api.github.com/repos/raspberrypi/pico-examples/commits{/sha},https://api.github.com/repos/raspberrypi/pico-examples/forks,https://api.github.com/repos/raspberrypi/pico-examples/subscribers,2021-01-20 17:31:36+00:00,95,8057,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
react-native-copilot,mohebifar/react-native-copilot,1991,360,1991,https://api.github.com/repos/mohebifar/react-native-copilot/commits{/sha},https://api.github.com/repos/mohebifar/react-native-copilot/forks,https://api.github.com/repos/mohebifar/react-native-copilot/subscribers,2017-10-06 17:32:03+00:00,92,1044,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
clockpicker,weareoutman/clockpicker,1991,541,1991,https://api.github.com/repos/weareoutman/clockpicker/commits{/sha},https://api.github.com/repos/weareoutman/clockpicker/forks,https://api.github.com/repos/weareoutman/clockpicker/subscribers,2014-04-20 15:12:50+00:00,104,1030,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskfolio-Lib,dcajasn/Riskfolio-Lib,1991,372,1991,https://api.github.com/repos/dcajasn/Riskfolio-Lib/commits{/sha},https://api.github.com/repos/dcajasn/Riskfolio-Lib/forks,https://api.github.com/repos/dcajasn/Riskfolio-Lib/subscribers,2020-03-02 19:49:06+00:00,0,93025,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
react-native-starter,flatlogic/react-native-starter,1991,644,1991,https://api.github.com/repos/flatlogic/react-native-starter/commits{/sha},https://api.github.com/repos/flatlogic/react-native-starter/forks,https://api.github.com/repos/flatlogic/react-native-starter/subscribers,2018-07-24 13:17:22+00:00,47,8455,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awesome-vector-tiles,mapbox/awesome-vector-tiles,1991,251,1991,https://api.github.com/repos/mapbox/awesome-vector-tiles/commits{/sha},https://api.github.com/repos/mapbox/awesome-vector-tiles/forks,https://api.github.com/repos/mapbox/awesome-vector-tiles/subscribers,2015-09-03 13:43:54+00:00,2,218,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
design-system,radix-ui/design-system,1991,163,1991,https://api.github.com/repos/radix-ui/design-system/commits{/sha},https://api.github.com/repos/radix-ui/design-system/forks,https://api.github.com/repos/radix-ui/design-system/subscribers,2018-07-26 23:27:26+00:00,15,6188,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
